Epoca,Perdua,Accuracy,Items
1,2.1925317909075246,0.22473518465502434,6986
2,2.0114666909387666,0.30446607500715717,6986
3,1.8467612903412074,0.3598625823074721,6986
4,1.711156586533812,0.4121099341540223,6986
5,1.6081875954588798,0.44531920984826795,6986
6,1.5156341889133191,0.4886916690523905,6986
7,1.4369966864041541,0.5230460921843687,6986
8,1.363158045294078,0.5439450329229888,6986
9,1.290325976942228,0.5655596908101919,6986
10,1.2233837135306231,0.5851703406813628,6986
11,1.1794374506223146,0.6030632693959347,6986
12,1.1236143784435917,0.6182364729458918,6986
13,1.0789177333383255,0.6298310907529344,6986
14,1.0254844859854815,0.6531634697967363,6986
15,0.9926561903735819,0.6663326653306614,6986
16,0.9556409624069249,0.680647008302319,6986
17,0.9056388311190148,0.6956770684225594,6986
18,0.8717959927369471,0.7014028056112225,6986
19,0.8343766047257811,0.7214428857715431,6986
20,0.8107891186187256,0.727884340108789,6986
21,0.7721174694087407,0.7407672487832808,6986
22,0.7380413528718904,0.7489264242771256,6986
23,0.7210454676793591,0.7570855997709706,6986
24,0.6910541411404196,0.7629544803893501,6986
25,0.6901549583972861,0.7701116518751789,6986
26,0.6523424306688788,0.7849985685657028,6986
27,0.6378499400125791,0.7838534211279702,6986
28,0.6243206898099212,0.7857142857142857,6986
29,0.6117516741088537,0.7960206126538791,6986
30,0.6094081524300249,0.7961637560835958,6986
31,0.5727332035020062,0.8076152304609219,6986
32,0.555170232302522,0.809905525336387,6986
33,0.5457556387877356,0.82107071285428,6986
34,0.5347640812397003,0.8176352705410822,6986
35,0.5055894715600906,0.8328084740910392,6986
36,0.49511313560890824,0.8348124821070713,6986
37,0.48233748397462445,0.8361007729745205,6986
38,0.47326435682844353,0.8421127970226167,6986
39,0.4634891452446376,0.8459776696249642,6986
40,0.4678513109003572,0.8422559404523332,6986
41,0.45091972319774976,0.8495562553678786,6986
42,0.457072271127679,0.8505582593758947,6986
43,0.42243792048600165,0.8569997137131405,6986
44,0.4254568051801969,0.8592900085886058,6986
45,0.4242613482284764,0.8518465502433439,6986
46,0.4118197578681658,0.8634411680503865,6986
47,0.3904591973649857,0.8716003435442313,6986
48,0.40393756387848834,0.86329802462067,6986
49,0.3863179698994715,0.8695963355281993,6986
50,0.39982071784261153,0.8640137417692528,6986
