Epoca,Perdua,Accuracy,Items
1,2.0704517059674545,0.2510735757228743,6986
2,1.7212743301914162,0.4026624677927283,6986
3,1.454218456734261,0.5068708846263956,6986
4,1.2571100587169874,0.5681362725450901,6986
5,1.1318551797300713,0.6139421700543946,6986
6,1.0213184642465147,0.6537360435156027,6986
7,0.9571398763351788,0.6754938448325222,6986
8,0.9088335592452794,0.7005439450329229,6986
9,0.8931128475219692,0.7021185227598054,6986
10,0.8524132463485683,0.7202977383338105,6986
