Epoca,Perdua,Accuracy,Items
1,2.0555785502472967,0.27011165187517894,6986
2,1.7242725777299437,0.4039507586601775,6986
3,1.5151729300686214,0.4825365015745777,6986
4,1.3558581041418798,0.5422273117663899,6986
5,1.2211090320865858,0.5840251932436301,6986
6,1.128849476711935,0.6188090466647581,6986
7,1.041859618877167,0.6454337245920412,6986
8,0.9922326906630982,0.6719152590896078,6986
9,0.9448364246381472,0.6850844546235327,6986
10,0.92676254848367,0.6929573432579444,6986
